episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/td_error,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/mean_q,info/learner/default_policy/learner_stats/min_q,info/learner/default_policy/learner_stats/max_q,info/learner/default_policy/learner_stats/mean_td_error
0.0,0.0,0.0,1000.0,1,0,1000,1000,False,1,1,07598eb3a5704b09a9942eb4f5226aa4,2021-10-30_19-35-35,1635640535,16.294292211532593,16.294292211532593,14625,kevin-MS-7C95,10.0.10.216,16.294292211532593,0,1,6a968_00000,[0.0],[1000],0.07875387247030313,0.7444637995976192,0.030845076173216433,15.16626669572188,0.0,0.103,310689.185,107.51,297.646,1000,1000,32,32,1000,1,4.695833333333333,44.69583333333335,"[-0.00106262  0.08917093 -0.29161683 -0.09128949  0.21801555  0.14946991
  0.2764976   0.19472452  0.0624024   0.21801555 -0.1004864   0.23759815
  0.2829073   0.08035971 -0.2600307   0.13360907  0.10109233  0.2743414
 -0.13118938  0.199245    0.28105414 -0.11393832  0.2796483   0.12879993
 -0.18101743 -0.11998682  0.24041876  0.15434901  0.11539464 -0.20716175
  0.11687317  0.06943535]",0.0005000000237487257,-0.056800522,-0.46837026,0.11827402,0.07517634
0.0,0.0,0.0,502.6666666666667,2,0,2000,2000,False,3,2,07598eb3a5704b09a9942eb4f5226aa4,2021-10-30_19-35-44,1635640544,9.356070280075073,25.650362491607666,14625,kevin-MS-7C95,10.0.10.216,25.650362491607666,0,2,6a968_00000,"[0.0, 0.0, 0.0]","[1000, 77, 431]",0.07842996934712826,0.7471175423549963,0.031104534496992815,12.062997596650051,0.0,0.105,303591.332,7.111,4500.236,2000,2000,8032,8032,1504,2,12.823076923076922,45.869230769230775,"[ 1.0496616e-01  2.9784203e-02 -8.4633255e-01 -1.9652843e-01
 -1.2494545e+00  5.2356720e-04 -8.2888699e-01 -8.8165188e-01
 -1.0286102e+00 -5.2397442e-01 -5.3792000e-01 -1.0405731e-01
  3.5823822e-02 -6.8742752e-02  5.0620556e-02 -9.6607399e-01
 -1.7126560e-01 -4.5104218e-01 -8.2856274e-01  9.2557907e-02
  2.2090054e-01 -1.2185907e+00 -3.5901451e-01  3.1010818e-01
  8.1254959e-02 -9.8392868e-01 -7.2745037e-01  2.2771645e-01
  5.9450054e-01 -2.1725082e-01 -4.3314552e-01 -7.8684902e-01]",0.0005000000237487257,-10.644147,-13.308033,-4.938969,-0.364393
0.0,0.0,0.0,403.7142857142857,4,0,3000,3000,False,7,3,07598eb3a5704b09a9942eb4f5226aa4,2021-10-30_19-35-53,1635640553,8.890910625457764,34.54127311706543,14625,kevin-MS-7C95,10.0.10.216,34.54127311706543,0,3,6a968_00000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1000, 77, 431, 934, 187, 92, 105]",0.07849046837235749,0.7492137950794332,0.031194509460353823,10.20787028929723,0.0,0.098,327120.955,7.569,4228.049,3000,3000,16032,16032,2512,4,13.715384615384615,46.392307692307696,"[-0.58213806 -0.08064842 -0.1824956   0.00371456 -0.19380617  0.05364895
  0.03805923 -0.12533712 -1.2448459  -0.07733631 -0.04002047 -0.2385521
 -0.29069424  0.01051235 -0.47377014  0.06361294  0.08052731 -0.30899525
 -0.08323765 -0.03323174 -0.25659466 -0.08146048 -0.3195305  -0.08055258
 -0.35724688 -0.7098415  -0.12240505  0.10013199 -0.2773118  -0.27063274
 -0.59550667 -0.47616386]",0.0005000000237487257,-7.99626,-11.755926,-3.8414187,-0.22350463
0.0,0.0,0.0,248.4375,9,0,4000,4000,False,16,4,07598eb3a5704b09a9942eb4f5226aa4,2021-10-30_19-36-02,1635640562,8.692288398742676,43.233561515808105,14625,kevin-MS-7C95,10.0.10.216,43.233561515808105,0,4,6a968_00000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1000, 77, 431, 934, 187, 92, 105, 203, 123, 154, 101, 96, 158, 50, 175, 89]",0.07924653641109608,0.7502958595816575,0.031143598354969087,8.921481818232452,0.0,0.098,327920.176,8.124,3938.949,4000,4000,24032,24032,3520,6,13.433333333333332,46.55833333333333,"[-0.29036283  0.14360619 -0.14441061 -1.4040763   0.7420254  -0.07791996
  0.46535587 -0.21704221  0.33012104 -0.10757208 -0.39373732 -0.16193509
  0.1790371   0.29261065  0.47037125  0.38014603 -0.1006484   0.16057587
  0.14305115 -0.06277227 -0.14234638  0.09989262  0.8044977  -0.39373732
  0.11009026 -0.05676746  0.21803713  0.11017323  0.03318644  0.03897476
  0.33756924 -0.28441143]",0.0005000000237487257,-6.771093,-10.68032,-2.7180574,0.038174443
0.0,0.0,0.0,178.28571428571428,12,0,5000,5000,True,28,5,07598eb3a5704b09a9942eb4f5226aa4,2021-10-30_19-36-11,1635640571,9.014131307601929,52.247692823410034,14625,kevin-MS-7C95,10.0.10.216,52.247692823410034,0,5,6a968_00000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1000, 77, 431, 934, 187, 92, 105, 203, 123, 154, 101, 96, 158, 50, 175, 89, 170, 58, 102, 73, 37, 106, 40, 60, 53, 40, 145, 133]",0.08028069753515499,0.751057544644149,0.031136054498290593,8.287896799628458,0.0,0.098,327520.078,7.525,4252.376,5000,5000,32032,32032,4528,8,11.915384615384616,46.81538461538461,"[ 0.01825857  0.12084222  0.08462667  0.40057516 -0.04215336 -0.14246368
  0.36759758  0.1934843  -0.00825    -0.08286667 -0.06450891  0.9338155
  0.24886417  0.53203964 -0.25017166 -0.18023872  0.64661217  0.2781067
  0.29800224 -0.12944937  0.10880566 -0.00612926  0.10507107 -0.06691504
 -0.42449236  0.14410591  0.2209754   0.08654594  0.05228615  0.35918236
 -0.30262995  0.17042422]",0.0005000000237487257,-6.1498613,-9.945288,-2.3944032,0.11468602
