episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/td_error,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/mean_q,info/learner/default_policy/learner_stats/min_q,info/learner/default_policy/learner_stats/max_q,info/learner/default_policy/learner_stats/mean_td_error
10.0,0.0,0.43956043956043955,117.48351648351648,11,0,11000,11000,False,91,11,a93f27f3ab8b419d8901a7061b5413c0,2021-10-28_22-43-48,1635479028,3.710703134536743,38.391366958618164,94759,kevin-MS-7C95,10.0.10.216,38.391366958618164,0,11,53929_00000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[296, 83, 1000, 350, 367, 83, 271, 55, 51, 163, 237, 241, 245, 84, 143, 230, 207, 76, 192, 73, 221, 144, 70, 75, 112, 52, 125, 72, 129, 151, 89, 65, 39, 77, 138, 32, 218, 51, 40, 121, 70, 37, 51, 56, 86, 117, 136, 187, 37, 17, 80, 39, 203, 38, 53, 48, 156, 24, 131, 61, 20, 198, 72, 50, 207, 58, 23, 197, 50, 311, 48, 57, 88, 99, 28, 62, 79, 183, 29, 28, 58, 44, 147, 258, 26, 28, 28, 29, 29, 30, 32]",0.08368238614077797,0.7985199212273013,0.034170132314196654,0.10331235373808005,0.0,0.124,258409.18,7.321,4371.073,11000,11000,80032,80032,10576,20,20.25,95.0,"[ 0.11498547  0.02553484 -0.15085807  0.25942707  0.17020154  0.615417
 -0.04841243  0.10804737 -0.21537435  0.2077806   0.23889989  0.13264608
  0.34945077 -0.12664485 -0.02680135 -0.38750887  0.2666409  -0.08069038
  0.01122105  0.21299934  0.41173506 -0.10890496 -0.02310354 -0.17848945
 -0.03771988  0.09191233 -0.1321408   0.08803686 -0.2190361   0.06739357
  0.1752696  -0.15742056]",0.0005000000237487257,-1.7423784,-4.8565764,0.24586406,0.05170293
10.0,0.0,0.43478260869565216,121.42391304347827,1,0,12000,12000,False,92,12,a93f27f3ab8b419d8901a7061b5413c0,2021-10-28_22-43-52,1635479032,3.7021474838256836,42.09351444244385,94759,kevin-MS-7C95,10.0.10.216,42.09351444244385,0,12,53929_00000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[296, 83, 1000, 350, 367, 83, 271, 55, 51, 163, 237, 241, 245, 84, 143, 230, 207, 76, 192, 73, 221, 144, 70, 75, 112, 52, 125, 72, 129, 151, 89, 65, 39, 77, 138, 32, 218, 51, 40, 121, 70, 37, 51, 56, 86, 117, 136, 187, 37, 17, 80, 39, 203, 38, 53, 48, 156, 24, 131, 61, 20, 198, 72, 50, 207, 58, 23, 197, 50, 311, 48, 57, 88, 99, 28, 62, 79, 183, 29, 28, 58, 44, 147, 258, 26, 28, 28, 29, 29, 30, 32, 480]",0.08367614687669261,0.7984349647297364,0.034166833301057034,0.10330290365936615,0.0,0.162,196973.478,8.744,3659.552,12000,12000,88032,88032,11584,22,19.4,95.38000000000001,"[-0.46018013 -0.03305101  0.1160703  -0.06450057  0.07365942  0.54859567
 -0.9414929   0.02137756  0.02275515 -0.54822344 -0.26194668 -0.16346693
 -0.02405256 -0.05733357  0.07827252  0.03178638 -0.37726498 -0.28729916
 -0.05773625  0.05393669  0.03027284 -0.02405256 -0.76781225 -0.25949645
 -0.17892149  0.14938283 -0.08835632  0.24617028 -0.03129844 -0.13013339
  0.38647246 -0.3914028 ]",0.0005000000237487257,-1.5869546,-7.2994065,1.1754987,-0.10591468
10.0,0.0,0.4166666666666667,135.04166666666666,4,0,13000,13000,False,96,13,a93f27f3ab8b419d8901a7061b5413c0,2021-10-28_22-43-55,1635479035,3.8242745399475098,45.91778898239136,94759,kevin-MS-7C95,10.0.10.216,45.91778898239136,0,13,53929_00000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[296, 83, 1000, 350, 367, 83, 271, 55, 51, 163, 237, 241, 245, 84, 143, 230, 207, 76, 192, 73, 221, 144, 70, 75, 112, 52, 125, 72, 129, 151, 89, 65, 39, 77, 138, 32, 218, 51, 40, 121, 70, 37, 51, 56, 86, 117, 136, 187, 37, 17, 80, 39, 203, 38, 53, 48, 156, 24, 131, 61, 20, 198, 72, 50, 207, 58, 23, 197, 50, 311, 48, 57, 88, 99, 28, 62, 79, 183, 29, 28, 58, 44, 147, 258, 26, 28, 28, 29, 29, 30, 32, 480, 1000, 644, 56, 93]",0.08364766986759224,0.7981444309098272,0.03415268255149751,0.10325837748583118,0.0,0.151,211299.95,7.765,4121.154,13000,13000,96032,96032,12592,24,18.84,95.46000000000001,"[-0.08403301 -0.06680312 -0.01389088 -0.01389088  0.16426468  0.33750868
 -0.36094892 -0.05355625 -0.253299   -0.08553924  0.0102005  -0.04645824
  0.61873806 -0.19605911 -0.05428544 -0.15688086  0.22486931 -0.15076403
 -0.15831429 -0.05968499 -0.02395391  0.00655927  0.04552857  0.11260474
 -0.05873132 -0.12862092 -0.07148939 -0.3781767  -0.09244886 -0.04175835
 -0.10695904  0.12820387]",0.0005000000237487257,-1.3348691,-5.102547,0.26025492,-0.031502157
10.0,0.0,0.4,122.25,7,0,14000,14000,False,103,14,a93f27f3ab8b419d8901a7061b5413c0,2021-10-28_22-43-59,1635479039,3.925091028213501,49.84288001060486,94759,kevin-MS-7C95,10.0.10.216,49.84288001060486,0,14,53929_00000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[350, 367, 83, 271, 55, 51, 163, 237, 241, 245, 84, 143, 230, 207, 76, 192, 73, 221, 144, 70, 75, 112, 52, 125, 72, 129, 151, 89, 65, 39, 77, 138, 32, 218, 51, 40, 121, 70, 37, 51, 56, 86, 117, 136, 187, 37, 17, 80, 39, 203, 38, 53, 48, 156, 24, 131, 61, 20, 198, 72, 50, 207, 58, 23, 197, 50, 311, 48, 57, 88, 99, 28, 62, 79, 183, 29, 28, 58, 44, 147, 258, 26, 28, 28, 29, 29, 30, 32, 480, 1000, 644, 56, 93, 250, 45, 45, 24, 21, 97, 158]",0.08360229695833812,0.7975119327104971,0.03413219044687074,0.10322249747500631,0.0,0.134,239247.287,7.987,4006.583,14000,14000,104032,104032,13600,26,19.5,95.51666666666667,"[-0.03269875 -0.18175831  0.7220235  -0.6618879   0.31847954 -0.25830936
  0.2924018   0.54044294  0.00662878  0.75267744  0.2862401   0.34042072
 -0.04592174  0.06424218 -0.01327771 -0.19200641 -0.04398704 -0.09967206
 -0.05423424  0.84647083 -0.18560183  0.20347738  0.4556136  -0.05768112
  0.88320065  0.2942214   0.22948486  0.38456583  0.3007983   0.01816246
 -0.06587684 -0.17505136]",0.0005000000237487257,-2.4202716,-6.207147,0.2229793,0.15223712
10.0,0.0,0.4,128.75,1,0,15000,15000,False,104,15,a93f27f3ab8b419d8901a7061b5413c0,2021-10-28_22-44-03,1635479043,3.8763046264648438,53.7191846370697,94759,kevin-MS-7C95,10.0.10.216,53.7191846370697,0,15,53929_00000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[367, 83, 271, 55, 51, 163, 237, 241, 245, 84, 143, 230, 207, 76, 192, 73, 221, 144, 70, 75, 112, 52, 125, 72, 129, 151, 89, 65, 39, 77, 138, 32, 218, 51, 40, 121, 70, 37, 51, 56, 86, 117, 136, 187, 37, 17, 80, 39, 203, 38, 53, 48, 156, 24, 131, 61, 20, 198, 72, 50, 207, 58, 23, 197, 50, 311, 48, 57, 88, 99, 28, 62, 79, 183, 29, 28, 58, 44, 147, 258, 26, 28, 28, 29, 29, 30, 32, 480, 1000, 644, 56, 93, 250, 45, 45, 24, 21, 97, 158, 1000]",0.08358993308116462,0.7973560485353504,0.03412315274903413,0.10319466124661995,0.0,0.154,207446.257,7.453,4293.827,15000,15000,112032,112032,14608,28,18.96,95.52000000000001,"[-0.15488853 -0.14436483 -0.55819917  0.03433932 -0.01658587  0.05084753
  0.07698262 -0.02511498  0.30763745  0.10691476 -0.07074749 -0.04348968
  0.082452   -0.00395179 -0.06925899 -0.09984714 -0.20250678  0.19742084
 -0.0117175  -0.001055   -0.20631918 -0.24756825  0.12627794  0.125135
 -0.65851986  0.21266747  0.01455498  0.19328904 -0.16478702  0.05920696
  0.01465964 -0.00471804]",0.0005000000237487257,-1.1304712,-5.9682565,2.1540027,-0.033789206
10.0,0.0,0.4,121.6,11,0,16000,16000,False,115,16,a93f27f3ab8b419d8901a7061b5413c0,2021-10-28_22-44-07,1635479047,3.9342362880706787,57.65342092514038,94759,kevin-MS-7C95,10.0.10.216,57.65342092514038,0,16,53929_00000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[230, 207, 76, 192, 73, 221, 144, 70, 75, 112, 52, 125, 72, 129, 151, 89, 65, 39, 77, 138, 32, 218, 51, 40, 121, 70, 37, 51, 56, 86, 117, 136, 187, 37, 17, 80, 39, 203, 38, 53, 48, 156, 24, 131, 61, 20, 198, 72, 50, 207, 58, 23, 197, 50, 311, 48, 57, 88, 99, 28, 62, 79, 183, 29, 28, 58, 44, 147, 258, 26, 28, 28, 29, 29, 30, 32, 480, 1000, 644, 56, 93, 250, 45, 45, 24, 21, 97, 158, 1000, 600, 194, 40, 59, 21, 21, 18, 104, 29, 29, 110]",0.083529814841106,0.795929769899723,0.03406728884758822,0.10302727541442212,0.0,0.151,212437.05,8.062,3969.142,16000,16000,120032,120032,15616,30,19.433333333333334,95.78333333333335,"[ 1.65076494e-01 -4.27805670e-02 -9.24598053e-02  1.31149560e-01
  1.68891668e-01  1.82579398e-01 -1.20458126e-01  3.02534223e-01
  1.10253239e+00  2.95556545e-01  8.64560604e-02 -1.20971903e-01
  5.45053221e-02 -2.10306048e-02  1.72694206e-01 -2.23881245e-01
  5.59678078e-02 -6.78161234e-02 -9.07450691e-02  9.63620424e-01
  2.73363292e-03 -3.32381487e-01  6.76976144e-03 -1.12072960e-01
 -3.82945202e-02 -5.21342754e-02 -3.04614007e-03 -5.61832786e-02
 -9.81779695e-02  3.93200934e-01 -6.50544539e-02 -7.31493855e+00]",0.0005000000237487257,-1.1435543,-4.9544983,1.1576159,-0.14900497
10.0,0.0,0.4,118.91,8,0,17000,17000,False,123,17,a93f27f3ab8b419d8901a7061b5413c0,2021-10-28_22-44-11,1635479051,3.8773534297943115,61.53077435493469,94759,kevin-MS-7C95,10.0.10.216,61.53077435493469,0,17,53929_00000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[75, 112, 52, 125, 72, 129, 151, 89, 65, 39, 77, 138, 32, 218, 51, 40, 121, 70, 37, 51, 56, 86, 117, 136, 187, 37, 17, 80, 39, 203, 38, 53, 48, 156, 24, 131, 61, 20, 198, 72, 50, 207, 58, 23, 197, 50, 311, 48, 57, 88, 99, 28, 62, 79, 183, 29, 28, 58, 44, 147, 258, 26, 28, 28, 29, 29, 30, 32, 480, 1000, 644, 56, 93, 250, 45, 45, 24, 21, 97, 158, 1000, 600, 194, 40, 59, 21, 21, 18, 104, 29, 29, 110, 219, 87, 18, 20, 308, 52, 114, 126]",0.08358809758343683,0.796267117017522,0.03407247074115513,0.10305548552156285,0.0,0.133,240533.563,7.727,4141.334,17000,17000,128032,128032,16624,32,19.95,96.09999999999998,"[ 0.02535887 -0.03662951 -0.43868923 -0.20188619 -0.06411391 -0.09819914
  0.05493021 -0.70750403 -0.08227825  0.07569312 -0.1083702   0.07021761
 -0.19003534  0.14323664  0.05493021  0.01754649  0.01234217 -0.15124846
  0.03206849 -0.02974596 -0.13305092 -0.7294216   0.08807294 -0.03804231
  0.08725929 -0.16018796  0.79269874 -0.05363182 -0.05925412 -0.03490087
 -0.60504436 -0.00527849]",0.0005000000237487257,-1.3808867,-5.136514,0.2583589,-0.077286184
10.0,0.0,0.4,128.16,1,0,18000,18000,False,124,18,a93f27f3ab8b419d8901a7061b5413c0,2021-10-28_22-44-15,1635479055,3.79817795753479,65.32895231246948,94759,kevin-MS-7C95,10.0.10.216,65.32895231246948,0,18,53929_00000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[112, 52, 125, 72, 129, 151, 89, 65, 39, 77, 138, 32, 218, 51, 40, 121, 70, 37, 51, 56, 86, 117, 136, 187, 37, 17, 80, 39, 203, 38, 53, 48, 156, 24, 131, 61, 20, 198, 72, 50, 207, 58, 23, 197, 50, 311, 48, 57, 88, 99, 28, 62, 79, 183, 29, 28, 58, 44, 147, 258, 26, 28, 28, 29, 29, 30, 32, 480, 1000, 644, 56, 93, 250, 45, 45, 24, 21, 97, 158, 1000, 600, 194, 40, 59, 21, 21, 18, 104, 29, 29, 110, 219, 87, 18, 20, 308, 52, 114, 126, 1000]",0.0835956834913022,0.7963320806837706,0.03407345652112579,0.10306026950064574,0.0,0.148,216724.896,7.747,4130.628,18000,18000,136032,136032,17632,34,19.04,96.26,"[-0.06073876 -1.2794256  -0.04395214  0.02155272  0.04436673 -0.0680908
 -0.04379652 -0.14770722 -0.04856102 -0.05365525 -0.1354772  -0.02999922
 -0.0293021  -0.06684278  0.04493314 -0.02481992 -0.04142177 -0.0713004
  0.03623372 -0.01934741 -0.04087722 -0.10734081 -0.19412065 -0.4030249
  0.51965094 -0.11087513 -0.17845148 -0.00607421 -0.05662239  0.4453001
  0.00663149 -0.23538089]",0.0005000000237487257,-0.29266757,-4.5893993,10.77934,-0.07432929
10.0,0.0,0.5,133.5,5,0,19000,19000,False,129,19,a93f27f3ab8b419d8901a7061b5413c0,2021-10-28_22-44-19,1635479059,3.8355557918548584,69.16450810432434,94759,kevin-MS-7C95,10.0.10.216,69.16450810432434,0,19,53929_00000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0]","[151, 89, 65, 39, 77, 138, 32, 218, 51, 40, 121, 70, 37, 51, 56, 86, 117, 136, 187, 37, 17, 80, 39, 203, 38, 53, 48, 156, 24, 131, 61, 20, 198, 72, 50, 207, 58, 23, 197, 50, 311, 48, 57, 88, 99, 28, 62, 79, 183, 29, 28, 58, 44, 147, 258, 26, 28, 28, 29, 29, 30, 32, 480, 1000, 644, 56, 93, 250, 45, 45, 24, 21, 97, 158, 1000, 600, 194, 40, 59, 21, 21, 18, 104, 29, 29, 110, 219, 87, 18, 20, 308, 52, 114, 126, 1000, 345, 463, 160, 29, 27]",0.08362432996790364,0.796892192786053,0.03408208180676603,0.1030792614683535,0.0,0.126,254344.756,7.598,4211.823,19000,19000,144032,144032,18640,36,18.683333333333334,96.41666666666667,"[ 3.2608755e-02  2.5956523e-02  2.8319290e-02  5.2757502e-01
  2.5636983e-01  1.5586767e-02 -6.3733608e-02 -4.9787909e-03
  9.7411871e-02 -1.9035965e-02  1.0238115e+00  3.3703722e-02
  1.2580385e+00 -1.0260642e-03  5.2288342e-01  2.4518955e-01
  4.7585094e-01  9.2797279e-02  4.3197078e-01 -1.6001192e+00
 -4.3120325e-02  1.8542086e-01  4.2193927e-02  1.1383951e-02
 -1.0127020e+00  1.8756628e-02  2.4296992e-02  3.8447432e-02
  1.3150233e-01  1.5563219e-02  4.4266701e-02  2.9905327e-02]",0.0005000000237487257,0.0757207,-3.7591991,8.373449,0.08953422
10.0,0.0,0.6,133.06,9,0,20000,20000,False,138,20,a93f27f3ab8b419d8901a7061b5413c0,2021-10-28_22-44-23,1635479063,3.7620372772216797,72.92654538154602,94759,kevin-MS-7C95,10.0.10.216,72.92654538154602,0,20,53929_00000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0]","[40, 121, 70, 37, 51, 56, 86, 117, 136, 187, 37, 17, 80, 39, 203, 38, 53, 48, 156, 24, 131, 61, 20, 198, 72, 50, 207, 58, 23, 197, 50, 311, 48, 57, 88, 99, 28, 62, 79, 183, 29, 28, 58, 44, 147, 258, 26, 28, 28, 29, 29, 30, 32, 480, 1000, 644, 56, 93, 250, 45, 45, 24, 21, 97, 158, 1000, 600, 194, 40, 59, 21, 21, 18, 104, 29, 29, 110, 219, 87, 18, 20, 308, 52, 114, 126, 1000, 345, 463, 160, 29, 27, 389, 70, 34, 49, 125, 28, 77, 22, 22]",0.08364889010195477,0.7977952559601467,0.0340928109475261,0.10308354527711046,0.0,0.115,278517.8,7.24,4419.724,20000,20000,152032,152032,19648,38,20.22,96.34,"[-5.6241717e-02 -4.5325041e-02  1.3655741e-03  4.8285466e-01
  9.8336399e-02  8.0567375e-02  6.3181669e-04 -7.8912154e-03
 -4.9161911e-02 -1.3955475e-01  8.6341858e-02  4.4456214e-02
  2.7017593e-02  1.4456183e-02 -4.1918285e-02  5.1826462e-03
  1.0850266e-02  1.7554748e-01  4.5930907e-02 -1.7866604e-02
 -7.7487826e-02  3.7514591e-01  3.6772266e-03  1.3326818e+00
  8.9539573e-02 -3.4952325e-01  1.2662363e+00 -3.3005917e-01
 -2.1655332e-02  2.2106469e-02  4.6051923e-02  1.0448599e-01]",0.0005000000237487257,0.29272994,-3.816061,11.420315,0.099274345
